Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
19-02-2025,00:00:00,BK100372,Successful,CUST2372,Bike,Location 29,Location 31,3.5,8.2,0,,0,,0,,122.15,9.7,3.7,4.8
10-02-2025,15:00:00,BK100373,Successful,CUST2373,eBike,Location 38,Location 19,2.7,11.6,0,,0,,0,,136.3,13.4,4.5,4.3
02-02-2025,15:00:00,BK100374,Cancelled by Driver,CUST2374,eBike,Location 45,Location 41,,,0,,1,Customer related issue,0,,,,,
07-02-2025,16:00:00,BK100375,Cancelled by Customer,CUST2375,Prime Plus,Location 37,Location 20,,,1,Driver is not moving towards pickup location,0,,0,,,,,
03-02-2025,20:00:00,BK100376,Successful,CUST2376,Prime Plus,Location 41,Location 9,4.3,10.9,0,,0,,0,,79.77,6,4.2,4.1
23-02-2025,23:00:00,BK100377,Cancelled by Driver,CUST2377,Prime Plus,Location 30,Location 42,,,0,,1,More than permitted people in there,0,,,,,
24-02-2025,16:00:00,BK100378,Cancelled by Customer,CUST2378,Auto,Location 12,Location 33,,,1,Driver asked to cancel,0,,0,,,,,
23-02-2025,07:00:00,BK100379,Successful,CUST2379,eBike,Location 27,Location 50,6,9.4,0,,0,,0,,58.81,5.1,3,4.1
12-02-2025,04:00:00,BK100380,Successful,CUST2380,Auto,Location 33,Location 9,9.5,11.6,0,,0,,0,,324.04,23.7,4.9,4.7
09-02-2025,09:00:00,BK100381,Cancelled by Driver,CUST2381,Mini,Location 25,Location 3,,,0,,1,More than permitted people in there,0,,,,,
08-02-2025,22:00:00,BK100382,Successful,CUST2382,Auto,Location 19,Location 48,2.8,11.3,0,,0,,0,,46.71,4.9,3.4,3.6
18-02-2025,13:00:00,BK100383,Successful,CUST2383,eBike,Location 38,Location 47,4.7,9.3,0,,0,,0,,181.52,14.8,4.5,4.9
21-02-2025,09:00:00,BK100384,Successful,CUST2384,Prime Sedan,Location 26,Location 28,8.2,9.9,0,,0,,0,,209.9,14.1,4.8,3.8
04-02-2025,23:00:00,BK100385,Successful,CUST2385,Auto,Location 23,Location 19,9.6,13.4,0,,0,,0,,47.75,3.6,4.4,3.1
05-02-2025,16:00:00,BK100386,Successful,CUST2386,Prime Plus,Location 49,Location 12,3.9,5.3,0,,0,,0,,40.75,4.2,4.6,4.2
03-02-2025,13:00:00,BK100387,Successful,CUST2387,Bike,Location 15,Location 39,6,5,0,,0,,0,,87.04,7.9,4.7,3.3
20-02-2025,23:00:00,BK100388,Cancelled by Customer,CUST2388,Auto,Location 33,Location 42,,,1,Driver asked to cancel,0,,0,,,,,
04-02-2025,16:00:00,BK100389,Cancelled by Customer,CUST2389,Mini,Location 50,Location 27,,,1,AC is not working,0,,0,,,,,
23-02-2025,06:00:00,BK100390,Cancelled by Customer,CUST2390,eBike,Location 17,Location 46,,,1,Driver asked to cancel,0,,0,,,,,
10-02-2025,01:00:00,BK100391,Cancelled by Customer,CUST2391,Mini,Location 10,Location 39,,,1,Driver is not moving towards pickup location,0,,0,,,,,
15-02-2025,17:00:00,BK100392,Cancelled by Customer,CUST2392,Auto,Location 17,Location 10,,,1,AC is not working,0,,0,,,,,
12-02-2025,05:00:00,BK100393,Successful,CUST2393,Prime Sedan,Location 42,Location 11,3.7,14.4,0,,0,,0,,230.92,21.4,3.7,4.6
08-02-2025,01:00:00,BK100394,Successful,CUST2394,Auto,Location 7,Location 43,9.7,7.9,0,,0,,0,,180.35,14.5,3.3,3.8
07-02-2025,11:00:00,BK100395,Successful,CUST2395,Prime Sedan,Location 32,Location 28,5.1,5.8,0,,0,,0,,303.23,21.5,3.3,4.3
04-02-2025,11:00:00,BK100396,Successful,CUST2396,Mini,Location 4,Location 29,6.4,5.9,0,,0,,0,,45.88,5.2,4.4,3.2
21-02-2025,21:00:00,BK100397,Successful,CUST2397,Prime Plus,Location 9,Location 22,3.1,12.8,0,,0,,0,,40.03,3.4,4.6,3.2
07-02-2025,01:00:00,BK100398,Cancelled by Driver,CUST2398,Auto,Location 5,Location 38,,,0,,1,Personal & Car related issues,0,,,,,
02-02-2025,06:00:00,BK100399,Successful,CUST2399,Bike,Location 3,Location 11,9.5,5.6,0,,0,,0,,115.03,12.9,4.2,3.3
02-02-2025,00:00:00,BK100400,Successful,CUST2400,eBike,Location 37,Location 2,2.4,11.3,0,,0,,0,,93.91,6.3,4.8,3.1
10-02-2025,16:00:00,BK100401,Successful,CUST2401,Bike,Location 50,Location 22,2.1,9.7,0,,0,,0,,56.23,6.4,4,4.6
10-02-2025,19:00:00,BK100402,Successful,CUST2402,Bike,Location 12,Location 43,6.1,11,0,,0,,0,,85.42,6.7,3.8,3.7
05-02-2025,02:00:00,BK100403,Successful,CUST2403,Bike,Location 45,Location 17,5.8,10.5,0,,0,,0,,55.43,5.3,4.1,4
11-02-2025,03:00:00,BK100404,Successful,CUST2404,Auto,Location 2,Location 22,9.3,14.2,0,,0,,0,,242.86,19.9,4.5,4.8
26-02-2025,18:00:00,BK100405,Successful,CUST2405,eBike,Location 10,Location 33,3.5,5.1,0,,0,,0,,153.6,17.2,4.9,4.2
27-02-2025,09:00:00,BK100406,Cancelled by Driver,CUST2406,Prime Plus,Location 2,Location 13,,,0,,1,Personal & Car related issues,0,,,,,
12-02-2025,05:00:00,BK100407,Cancelled by Driver,CUST2407,Bike,Location 13,Location 50,,,0,,1,Customer related issue,0,,,,,
22-02-2025,05:00:00,BK100408,Incomplete,CUST2408,Prime Plus,Location 12,Location 38,,,0,,0,,1,Customer Demand,,,,
05-02-2025,08:00:00,BK100409,Successful,CUST2409,Prime Plus,Location 10,Location 13,5.5,6.9,0,,0,,0,,227.49,17.5,3.4,3.2
07-02-2025,20:00:00,BK100410,Cancelled by Customer,CUST2410,Prime Plus,Location 4,Location 10,,,1,Driver is not moving towards pickup location,0,,0,,,,,
04-02-2025,09:00:00,BK100411,Incomplete,CUST2411,eBike,Location 21,Location 44,,,0,,0,,1,Customer Demand,,,,
21-02-2025,01:00:00,BK100412,Successful,CUST2412,eBike,Location 43,Location 22,8.7,5.4,0,,0,,0,,261.23,21.3,4.7,4.7
27-02-2025,04:00:00,BK100413,Successful,CUST2413,Prime Plus,Location 8,Location 37,8.2,5.5,0,,0,,0,,30.25,2.2,4.2,4.5
12-02-2025,14:00:00,BK100414,Incomplete,CUST2414,Prime Sedan,Location 45,Location 25,,,0,,0,,1,Other Issue,,,,
15-02-2025,10:00:00,BK100415,Successful,CUST2415,eBike,Location 17,Location 48,8.4,13.1,0,,0,,0,,198.97,21,4.7,3.3
17-02-2025,17:00:00,BK100416,Successful,CUST2416,Auto,Location 22,Location 7,9.1,6.5,0,,0,,0,,187.2,17.8,3.7,3.5
17-02-2025,17:00:00,BK100417,Successful,CUST2417,Prime Plus,Location 43,Location 37,5.6,8.6,0,,0,,0,,177.21,18.1,3.1,3.4
02-02-2025,07:00:00,BK100418,Cancelled by Customer,CUST2418,Bike,Location 32,Location 13,,,1,Change of plans,0,,0,,,,,
09-02-2025,20:00:00,BK100419,Successful,CUST2419,Auto,Location 22,Location 20,5.8,10.7,0,,0,,0,,287.96,21.8,4.8,4.7
08-02-2025,20:00:00,BK100420,Successful,CUST2420,Auto,Location 10,Location 14,2.3,11.1,0,,0,,0,,164.95,14.1,3.9,3.9
15-02-2025,19:00:00,BK100421,Cancelled by Customer,CUST2421,Mini,Location 12,Location 11,,,1,Change of plans,0,,0,,,,,
05-02-2025,12:00:00,BK100422,Successful,CUST2422,Mini,Location 40,Location 14,4.7,11.8,0,,0,,0,,234.63,16.8,3.3,3.7
27-02-2025,10:00:00,BK100423,Successful,CUST2423,Mini,Location 19,Location 10,8.3,12.7,0,,0,,0,,240.38,17.4,4.5,4.7
27-02-2025,08:00:00,BK100424,Successful,CUST2424,Auto,Location 34,Location 24,2.5,12.6,0,,0,,0,,292.89,21.5,3.5,4.8
04-02-2025,13:00:00,BK100425,Successful,CUST2425,eBike,Location 9,Location 2,7.9,5.4,0,,0,,0,,89.44,7.9,4.8,3.4
06-02-2025,15:00:00,BK100426,Successful,CUST2426,Bike,Location 50,Location 6,2.6,10.3,0,,0,,0,,162.44,14.3,5,5
19-02-2025,19:00:00,BK100427,Cancelled by Customer,CUST2427,Mini,Location 24,Location 50,,,1,Driver asked to cancel,0,,0,,,,,
14-02-2025,21:00:00,BK100428,Successful,CUST2428,Mini,Location 7,Location 28,9.4,11.5,0,,0,,0,,79.45,6.1,3.9,3.5
09-02-2025,17:00:00,BK100429,Successful,CUST2429,Mini,Location 13,Location 10,6.2,8.8,0,,0,,0,,96.01,7.9,3.7,4.4
07-02-2025,18:00:00,BK100430,Successful,CUST2430,Prime Sedan,Location 8,Location 23,5.8,9.4,0,,0,,0,,173.32,14.2,4.3,4.4
06-02-2025,12:00:00,BK100431,Cancelled by Driver,CUST2431,Auto,Location 27,Location 49,,,0,,1,More than permitted people in there,0,,,,,
14-02-2025,19:00:00,BK100432,Cancelled by Customer,CUST2432,eBike,Location 39,Location 19,,,1,Change of plans,0,,0,,,,,
02-02-2025,14:00:00,BK100433,Cancelled by Customer,CUST2433,Auto,Location 12,Location 7,,,1,Change of plans,0,,0,,,,,
02-02-2025,12:00:00,BK100434,Successful,CUST2434,Mini,Location 20,Location 16,9.1,10.7,0,,0,,0,,227.1,17.7,3.2,3.5
27-02-2025,16:00:00,BK100435,Successful,CUST2435,Prime Sedan,Location 40,Location 10,3.5,10.9,0,,0,,0,,223.99,21.5,4,4.8
13-02-2025,12:00:00,BK100436,Successful,CUST2436,eBike,Location 26,Location 12,5.9,9.2,0,,0,,0,,202.93,14.4,3.2,5
07-02-2025,15:00:00,BK100437,Successful,CUST2437,eBike,Location 12,Location 13,2.6,6.7,0,,0,,0,,226.63,23.6,4.2,4.3
18-02-2025,16:00:00,BK100438,Incomplete,CUST2438,Bike,Location 38,Location 22,,,0,,0,,1,Vehicle Breakdown,,,,
16-02-2025,23:00:00,BK100439,Cancelled by Customer,CUST2439,Auto,Location 2,Location 48,,,1,Wrong Address,0,,0,,,,,
23-02-2025,04:00:00,BK100440,Cancelled by Customer,CUST2440,Prime Plus,Location 28,Location 14,,,1,Wrong Address,0,,0,,,,,
04-02-2025,10:00:00,BK100441,Cancelled by Driver,CUST2441,Prime Sedan,Location 26,Location 43,,,0,,1,Customer related issue,0,,,,,
13-02-2025,09:00:00,BK100442,Successful,CUST2442,Prime Sedan,Location 38,Location 29,3.2,9.4,0,,0,,0,,305.96,22.8,3.3,4.7
07-02-2025,21:00:00,BK100443,Cancelled by Customer,CUST2443,Prime Plus,Location 9,Location 6,,,1,Driver asked to cancel,0,,0,,,,,
15-02-2025,23:00:00,BK100444,Cancelled by Customer,CUST2444,Mini,Location 13,Location 38,,,1,Driver is not moving towards pickup location,0,,0,,,,,
23-02-2025,11:00:00,BK100445,Successful,CUST2445,eBike,Location 18,Location 17,8.9,14.9,0,,0,,0,,83.41,9.5,4.4,4.6
02-02-2025,20:00:00,BK100446,Successful,CUST2446,Bike,Location 8,Location 49,3.4,10.6,0,,0,,0,,299.75,23.8,4.9,3
15-02-2025,00:00:00,BK100447,Cancelled by Driver,CUST2447,Prime Plus,Location 15,Location 9,,,0,,1,More than permitted people in there,0,,,,,
10-02-2025,00:00:00,BK100448,Successful,CUST2448,Prime Sedan,Location 49,Location 23,8.2,14.5,0,,0,,0,,202.22,17.5,5,4.2
16-02-2025,11:00:00,BK100449,Successful,CUST2449,Auto,Location 43,Location 39,8.2,8.1,0,,0,,0,,72.32,8.6,4.7,3.3
05-02-2025,10:00:00,BK100450,Cancelled by Driver,CUST2450,Auto,Location 30,Location 19,,,0,,1,Personal & Car related issues,0,,,,,
05-02-2025,09:00:00,BK100451,Successful,CUST2451,Auto,Location 29,Location 19,7.6,5.5,0,,0,,0,,136.12,12.1,4.8,4.4
11-02-2025,00:00:00,BK100452,Successful,CUST2452,eBike,Location 25,Location 23,5.7,8.6,0,,0,,0,,30.16,2.1,4.7,3.6
18-02-2025,22:00:00,BK100453,Successful,CUST2453,Bike,Location 48,Location 49,6.3,11.8,0,,0,,0,,31.36,2.2,4.6,3.1
01-02-2025,14:00:00,BK100454,Successful,CUST2454,eBike,Location 19,Location 12,6.5,10,0,,0,,0,,28.7,2.1,4.5,4.8
23-02-2025,15:00:00,BK100455,Cancelled by Driver,CUST2455,eBike,Location 25,Location 31,,,0,,1,Personal & Car related issues,0,,,,,
21-02-2025,23:00:00,BK100456,Successful,CUST2456,eBike,Location 32,Location 31,2.6,6.8,0,,0,,0,,125.48,15.3,4.6,3.8
17-02-2025,08:00:00,BK100457,Cancelled by Customer,CUST2457,Prime Sedan,Location 34,Location 50,,,1,Driver is not moving towards pickup location,0,,0,,,,,
08-02-2025,13:00:00,BK100458,Successful,CUST2458,Mini,Location 39,Location 31,6.7,5.8,0,,0,,0,,76.11,8.1,3.3,4.2
25-02-2025,14:00:00,BK100459,Cancelled by Customer,CUST2459,Prime Plus,Location 30,Location 38,,,1,Wrong Address,0,,0,,,,,
15-02-2025,01:00:00,BK100460,Successful,CUST2460,Mini,Location 23,Location 36,6,11.1,0,,0,,0,,297.12,20.4,3.8,4.6
27-02-2025,04:00:00,BK100461,Successful,CUST2461,Prime Sedan,Location 15,Location 29,5.7,5.2,0,,0,,0,,41.91,4,4.8,3.5
11-02-2025,23:00:00,BK100462,Cancelled by Customer,CUST2462,Prime Plus,Location 4,Location 1,,,1,Driver is not moving towards pickup location,0,,0,,,,,
26-02-2025,00:00:00,BK100463,Cancelled by Driver,CUST2463,eBike,Location 1,Location 26,,,0,,1,Customer related issue,0,,,,,
16-02-2025,22:00:00,BK100464,Successful,CUST2464,Prime Plus,Location 26,Location 5,6.9,12.6,0,,0,,0,,230.15,20.2,4.9,4.6
13-02-2025,17:00:00,BK100465,Cancelled by Driver,CUST2465,Mini,Location 27,Location 22,,,0,,1,The customer was coughing/sick,0,,,,,
21-02-2025,07:00:00,BK100466,Successful,CUST2466,eBike,Location 46,Location 48,7.8,7.8,0,,0,,0,,175.47,13.3,4.7,4.2
12-02-2025,06:00:00,BK100467,Successful,CUST2467,Prime Sedan,Location 7,Location 29,6.8,10.2,0,,0,,0,,136.3,10.6,4.6,4.3
02-02-2025,03:00:00,BK100468,Successful,CUST2468,Bike,Location 2,Location 19,4.6,12.4,0,,0,,0,,42.57,2.9,3.1,3.6
12-02-2025,19:00:00,BK100469,Successful,CUST2469,Prime Plus,Location 27,Location 17,5.6,8.2,0,,0,,0,,103.38,10.3,3.1,3.6
03-02-2025,17:00:00,BK100470,Cancelled by Customer,CUST2470,Mini,Location 20,Location 23,,,1,Driver is not moving towards pickup location,0,,0,,,,,
13-02-2025,11:00:00,BK100471,Cancelled by Customer,CUST2471,eBike,Location 6,Location 1,,,1,AC is not working,0,,0,,,,,
16-02-2025,03:00:00,BK100472,Cancelled by Driver,CUST2472,Prime Plus,Location 29,Location 38,,,0,,1,Personal & Car related issues,0,,,,,
06-02-2025,07:00:00,BK100473,Cancelled by Customer,CUST2473,Bike,Location 25,Location 4,,,1,AC is not working,0,,0,,,,,
26-02-2025,03:00:00,BK100474,Successful,CUST2474,Mini,Location 30,Location 11,4.4,10.4,0,,0,,0,,195.77,16.3,4.9,4.2
23-02-2025,21:00:00,BK100475,Cancelled by Driver,CUST2475,Prime Sedan,Location 7,Location 16,,,0,,1,Personal & Car related issues,0,,,,,
28-02-2025,00:00:00,BK100476,Cancelled by Driver,CUST2476,Auto,Location 12,Location 1,,,0,,1,Personal & Car related issues,0,,,,,
10-02-2025,18:00:00,BK100477,Cancelled by Customer,CUST2477,Mini,Location 26,Location 30,,,1,Change of plans,0,,0,,,,,
21-02-2025,04:00:00,BK100478,Cancelled by Driver,CUST2478,Auto,Location 13,Location 10,,,0,,1,Customer related issue,0,,,,,
13-02-2025,05:00:00,BK100479,Successful,CUST2479,Mini,Location 37,Location 4,5.4,6.9,0,,0,,0,,51.94,5,3.5,3.6
14-02-2025,04:00:00,BK100480,Incomplete,CUST2480,Prime Plus,Location 35,Location 50,,,0,,0,,1,Customer Demand,,,,
08-02-2025,02:00:00,BK100481,Successful,CUST2481,Prime Sedan,Location 5,Location 3,4.5,8.5,0,,0,,0,,117.89,11.7,4.5,3.8
12-02-2025,22:00:00,BK100482,Cancelled by Customer,CUST2482,Bike,Location 19,Location 13,,,1,AC is not working,0,,0,,,,,
06-02-2025,16:00:00,BK100483,Successful,CUST2483,eBike,Location 17,Location 45,3.2,14.8,0,,0,,0,,168.68,20.3,3.6,4
07-02-2025,18:00:00,BK100484,Successful,CUST2484,Prime Plus,Location 5,Location 43,8.6,11.3,0,,0,,0,,155.44,14.7,4.6,3.2
24-02-2025,23:00:00,BK100485,Cancelled by Customer,CUST2485,eBike,Location 13,Location 36,,,1,Change of plans,0,,0,,,,,
23-02-2025,20:00:00,BK100486,Successful,CUST2486,Prime Sedan,Location 45,Location 13,8,14.9,0,,0,,0,,105.7,11.1,3.6,3.8
26-02-2025,07:00:00,BK100487,Successful,CUST2487,Mini,Location 47,Location 46,5.7,10.3,0,,0,,0,,24.9,2.5,3.8,3.2
02-02-2025,15:00:00,BK100488,Successful,CUST2488,eBike,Location 4,Location 21,9.8,12.1,0,,0,,0,,216.88,14.8,3.4,3.4
06-02-2025,17:00:00,BK100489,Successful,CUST2489,Bike,Location 17,Location 48,8.5,12.5,0,,0,,0,,193.43,24.1,4.2,4.1
21-02-2025,20:00:00,BK100490,Successful,CUST2490,Bike,Location 24,Location 46,2.6,5.1,0,,0,,0,,258.42,20,4.5,3.5
08-02-2025,18:00:00,BK100491,Cancelled by Customer,CUST2491,Bike,Location 39,Location 40,,,1,Wrong Address,0,,0,,,,,
14-02-2025,07:00:00,BK100492,Cancelled by Customer,CUST2492,Bike,Location 23,Location 26,,,1,AC is not working,0,,0,,,,,
18-02-2025,02:00:00,BK100493,Successful,CUST2493,Auto,Location 37,Location 47,9.6,7.3,0,,0,,0,,127.92,10.3,4.1,3.3
14-02-2025,22:00:00,BK100494,Cancelled by Customer,CUST2494,Prime Sedan,Location 48,Location 20,,,1,Change of plans,0,,0,,,,,
26-02-2025,11:00:00,BK100495,Incomplete,CUST2495,Prime Sedan,Location 48,Location 49,,,0,,0,,1,Vehicle Breakdown,,,,
15-02-2025,08:00:00,BK100496,Successful,CUST2496,Auto,Location 1,Location 50,7.2,14.2,0,,0,,0,,105.72,8.6,3.7,3.4
07-02-2025,01:00:00,BK100497,Successful,CUST2497,Mini,Location 44,Location 16,4.1,6.1,0,,0,,0,,225.86,21.5,4,3.6
04-02-2025,14:00:00,BK100498,Cancelled by Customer,CUST2498,Bike,Location 8,Location 40,,,1,Driver is not moving towards pickup location,0,,0,,,,,
25-02-2025,03:00:00,BK100499,Successful,CUST2499,Auto,Location 22,Location 10,3.7,6.9,0,,0,,0,,173.65,11.9,3.9,4.2
03-02-2025,06:00:00,BK100500,Successful,CUST2500,Mini,Location 5,Location 33,3.9,9.1,0,,0,,0,,306.03,21.1,3.2,4.8
14-02-2025,15:00:00,BK100501,Cancelled by Customer,CUST2501,eBike,Location 14,Location 19,,,1,Change of plans,0,,0,,,,,
11-02-2025,09:00:00,BK100502,Successful,CUST2502,Auto,Location 31,Location 26,9.6,12.1,0,,0,,0,,33.8,2.7,3.9,3
27-02-2025,09:00:00,BK100503,Successful,CUST2503,eBike,Location 24,Location 29,3.1,5.7,0,,0,,0,,61,4.6,3.5,4.8
19-02-2025,14:00:00,BK100504,Successful,CUST2504,Bike,Location 42,Location 29,8.5,5.3,0,,0,,0,,166.02,17.2,3,4.8
23-02-2025,16:00:00,BK100505,Successful,CUST2505,Prime Plus,Location 12,Location 5,4.9,5.8,0,,0,,0,,265.05,18.3,3,3.5
20-02-2025,20:00:00,BK100506,Successful,CUST2506,Auto,Location 41,Location 7,3.7,10,0,,0,,0,,300.2,22.3,4,4
16-02-2025,22:00:00,BK100507,Cancelled by Customer,CUST2507,Mini,Location 21,Location 17,,,1,Wrong Address,0,,0,,,,,
24-02-2025,05:00:00,BK100508,Cancelled by Driver,CUST2508,Prime Plus,Location 44,Location 23,,,0,,1,Customer related issue,0,,,,,
07-02-2025,13:00:00,BK100509,Successful,CUST2509,Auto,Location 27,Location 50,7.9,5.6,0,,0,,0,,120.13,9.8,3.7,5
15-02-2025,16:00:00,BK100510,Successful,CUST2510,Mini,Location 48,Location 27,3.2,14.6,0,,0,,0,,272.78,23,4.7,3.1
13-02-2025,19:00:00,BK100511,Successful,CUST2511,Prime Sedan,Location 35,Location 23,2.2,9.8,0,,0,,0,,82.14,6.4,3.3,3.5
12-02-2025,03:00:00,BK100512,Successful,CUST2512,Auto,Location 16,Location 5,3.6,10.9,0,,0,,0,,220.66,14.8,4.8,3.7
20-02-2025,14:00:00,BK100513,Successful,CUST2513,eBike,Location 14,Location 11,6.8,13.6,0,,0,,0,,260.58,18,3.1,3.2
19-02-2025,18:00:00,BK100514,Successful,CUST2514,Auto,Location 37,Location 33,2.2,11.6,0,,0,,0,,98.66,7.6,4.1,4.9
02-02-2025,02:00:00,BK100515,Successful,CUST2515,Auto,Location 19,Location 10,4.7,12.5,0,,0,,0,,143.34,11.4,3.2,3.5
07-02-2025,17:00:00,BK100516,Successful,CUST2516,Prime Plus,Location 9,Location 29,9.1,14.8,0,,0,,0,,35.1,3.6,4.6,4.7
05-02-2025,13:00:00,BK100517,Successful,CUST2517,Prime Sedan,Location 4,Location 10,9.4,13.2,0,,0,,0,,111.95,8,3.8,3.5
12-02-2025,08:00:00,BK100518,Successful,CUST2518,Bike,Location 5,Location 16,5.4,12.8,0,,0,,0,,308.64,22.9,4.9,4.2
01-02-2025,16:00:00,BK100519,Cancelled by Customer,CUST2519,Prime Plus,Location 49,Location 39,,,1,Change of plans,0,,0,,,,,
12-02-2025,17:00:00,BK100520,Successful,CUST2520,Mini,Location 41,Location 34,2.6,10.3,0,,0,,0,,80.74,7.6,4.5,3.6
11-02-2025,07:00:00,BK100521,Successful,CUST2521,eBike,Location 2,Location 14,4.1,9.7,0,,0,,0,,119.83,14.8,4,3.6
04-02-2025,15:00:00,BK100522,Successful,CUST2522,eBike,Location 11,Location 26,3.7,9.1,0,,0,,0,,81.9,10.2,4.1,3.7
26-02-2025,11:00:00,BK100523,Cancelled by Driver,CUST2523,eBike,Location 14,Location 13,,,0,,1,More than permitted people in there,0,,,,,
24-02-2025,01:00:00,BK100524,Successful,CUST2524,Prime Plus,Location 36,Location 40,3.8,10.7,0,,0,,0,,194.68,22.2,4.6,4.2
01-02-2025,11:00:00,BK100525,Successful,CUST2525,Mini,Location 14,Location 41,7.8,13.2,0,,0,,0,,66.57,5.6,3.3,4.5
16-02-2025,21:00:00,BK100526,Successful,CUST2526,Prime Sedan,Location 27,Location 43,6.9,5.5,0,,0,,0,,102.2,7.8,3.6,3.6
14-02-2025,21:00:00,BK100527,Successful,CUST2527,eBike,Location 29,Location 13,7.1,14.4,0,,0,,0,,255.53,23.9,4,4.7
21-02-2025,10:00:00,BK100528,Successful,CUST2528,Prime Plus,Location 45,Location 6,2.7,13.7,0,,0,,0,,173.75,14.4,3.5,4.8
15-02-2025,05:00:00,BK100529,Successful,CUST2529,Auto,Location 18,Location 8,5.9,8.9,0,,0,,0,,296.37,20.5,4.7,4.4
23-02-2025,11:00:00,BK100530,Successful,CUST2530,Mini,Location 25,Location 30,7.4,14,0,,0,,0,,285.21,22.9,3.5,4.4
12-02-2025,10:00:00,BK100531,Successful,CUST2531,Prime Sedan,Location 33,Location 44,2.7,7.2,0,,0,,0,,253.57,18.9,4.2,4
01-02-2025,00:00:00,BK100532,Successful,CUST2532,Bike,Location 30,Location 17,4.9,9.9,0,,0,,0,,227.79,18.8,3.5,4.9
26-02-2025,17:00:00,BK100533,Successful,CUST2533,Auto,Location 50,Location 35,5.3,9.2,0,,0,,0,,89.21,6.7,4.6,4.1
15-02-2025,06:00:00,BK100534,Successful,CUST2534,eBike,Location 50,Location 2,9.8,9,0,,0,,0,,30.77,2.9,4.7,3.2
21-02-2025,17:00:00,BK100535,Successful,CUST2535,Prime Plus,Location 7,Location 26,8.5,12.4,0,,0,,0,,111.34,13.2,3.1,4.3
06-02-2025,08:00:00,BK100536,Successful,CUST2536,Auto,Location 12,Location 24,3.1,10.5,0,,0,,0,,130.78,13.8,4.6,3.6
04-02-2025,10:00:00,BK100537,Cancelled by Driver,CUST2537,Prime Sedan,Location 47,Location 24,,,0,,1,Personal & Car related issues,0,,,,,
09-02-2025,16:00:00,BK100538,Cancelled by Customer,CUST2538,eBike,Location 41,Location 2,,,1,AC is not working,0,,0,,,,,
12-02-2025,23:00:00,BK100539,Successful,CUST2539,Auto,Location 33,Location 18,6.9,13.7,0,,0,,0,,111.57,13.3,3.1,3.3
19-02-2025,02:00:00,BK100540,Successful,CUST2540,Mini,Location 10,Location 48,4.5,9.2,0,,0,,0,,76.09,6.2,3.8,3.4
09-02-2025,19:00:00,BK100541,Incomplete,CUST2541,eBike,Location 28,Location 38,,,0,,0,,1,Vehicle Breakdown,,,,
20-02-2025,06:00:00,BK100542,Successful,CUST2542,Prime Sedan,Location 5,Location 2,5.8,10.2,0,,0,,0,,166.13,13.1,4.6,3.4
06-02-2025,01:00:00,BK100543,Successful,CUST2543,Auto,Location 2,Location 40,8.9,5.9,0,,0,,0,,106.8,11.9,4.7,4.9
17-02-2025,03:00:00,BK100544,Cancelled by Driver,CUST2544,Prime Sedan,Location 18,Location 14,,,0,,1,More than permitted people in there,0,,,,,
23-02-2025,06:00:00,BK100545,Incomplete,CUST2545,Bike,Location 29,Location 22,,,0,,0,,1,Customer Demand,,,,
03-02-2025,12:00:00,BK100546,Cancelled by Driver,CUST2546,Prime Sedan,Location 34,Location 7,,,0,,1,More than permitted people in there,0,,,,,
10-02-2025,23:00:00,BK100547,Cancelled by Driver,CUST2547,Bike,Location 29,Location 34,,,0,,1,More than permitted people in there,0,,,,,
06-02-2025,03:00:00,BK100548,Incomplete,CUST2548,eBike,Location 10,Location 45,,,0,,0,,1,Vehicle Breakdown,,,,
09-02-2025,01:00:00,BK100549,Successful,CUST2549,Mini,Location 12,Location 41,5.2,5.9,0,,0,,0,,128.07,8.8,4,3.6
11-02-2025,23:00:00,BK100550,Incomplete,CUST2550,Mini,Location 7,Location 29,,,0,,0,,1,Vehicle Breakdown,,,,
16-02-2025,14:00:00,BK100551,Successful,CUST2551,Bike,Location 48,Location 12,7.6,6.5,0,,0,,0,,25.03,2.8,3.6,4.7
10-02-2025,12:00:00,BK100552,Successful,CUST2552,Auto,Location 6,Location 41,5,10.9,0,,0,,0,,211.97,16.9,3.7,4.5
21-02-2025,10:00:00,BK100553,Cancelled by Customer,CUST2553,Auto,Location 6,Location 28,,,1,AC is not working,0,,0,,,,,
18-02-2025,19:00:00,BK100554,Cancelled by Driver,CUST2554,Prime Sedan,Location 25,Location 22,,,0,,1,Personal & Car related issues,0,,,,,
22-02-2025,03:00:00,BK100555,Successful,CUST2555,eBike,Location 29,Location 37,7,13.2,0,,0,,0,,241.51,21.5,3.9,3.6
19-02-2025,14:00:00,BK100556,Cancelled by Driver,CUST2556,Prime Sedan,Location 22,Location 41,,,0,,1,Customer related issue,0,,,,,
19-02-2025,18:00:00,BK100557,Successful,CUST2557,Auto,Location 46,Location 33,7.5,10.9,0,,0,,0,,48.76,3.4,4.6,4.9
21-02-2025,10:00:00,BK100558,Cancelled by Driver,CUST2558,Prime Plus,Location 48,Location 17,,,0,,1,The customer was coughing/sick,0,,,,,
